id,COL,DEPT,CRN,CRS_NO,TITLE,SECT,TYPE_,CAMP,ENROL,INSTR_ID,INSTRUCTOR,EXAM_DATE,COURSE_TYPE,COURSE_CLASS,time_slot
1558,14,APHY,20738,1430101,Astro & Space Sciences,12A,LEC,UOS,76,101982,Awni Moh'd Saleh Kasawneh,01/05/2024,Uni_Requirement,Year1,13:30PM - 15:30PM
1608,15,COSC,24414,1501100,Introduction to IT(English),58S,LEB,MAW,36,101514,Nasr Mohamed Abdalla Mohamed,01/05/2024,General,Year1,16:00PM - 18:00PM
1618,15,COSC,21749,1501100,Introduction to IT(English),01U,LEB,MAM,36,102058,Muhammad Anwar Shahid,01/05/2024,General,Year1,16:00PM - 18:00PM
1620,15,COSC,21864,1501100,Introduction to IT(English),72,LEB,MDM,41,102058,Muhammad Anwar Shahid,01/05/2024,General,Year1,16:00PM - 18:00PM
1644,2,SOCI,20959,204291,Intro. to Research Methods,51,LEC,MAW,42,101465,Alaa  Al Taii,01/05/2024,General,Year2,16:00PM - 18:00PM
1680,4,CIVL,22230,401142,Man and The Environment,16A,LEC,UOS,80,10218,Faiza Sh. Naser,01/05/2024,Uni_Requirement,Year1,08:30AM - 10:30AM
1683,4,CIVL,22233,401142,Man and The Environment,17A,LEC,UOS,80,10218,Faiza Sh. Naser,01/05/2024,Uni_Requirement,Year1,08:30AM - 10:30AM
1908,15,COSC,21747,1501100,Introduction to IT(English),79,LEB,MDM,35,102058,Muhammad Anwar Shahid,01/05/2024,General,Year1,16:00PM - 18:00PM
1913,15,COSC,21753,1501100,Introduction to IT(English),02S,LEB,MAM,42,P-1542,Ammar  Kaziha,01/05/2024,General,Year1,16:00PM - 18:00PM
1937,4,CIVL,20148,401142,Man and The Environment,13A,LEC,UOS,89,10974,Ali  Tahmaz,01/05/2024,Uni_Requirement,Year1,08:30AM - 10:30AM
1938,4,CIVL,20150,401142,Man and The Environment,15A,LEC,UOS,84,10218,Faiza Sh. Naser,01/05/2024,Uni_Requirement,Year1,08:30AM - 10:30AM
2121,14,APHY,20779,1430101,Astro & Space Sciences,14A,LEC,UOS,82,101764,Mashhoor Ahmad Alwardat,01/05/2024,Uni_Requirement,Year1,13:30PM - 15:30PM
2157,15,COSC,21735,1501100,Introduction to IT(English),53,LEB,MAW,43,102003,Sarah Abdelkarim Abouelfetouh Darwish,01/05/2024,General,Year1,16:00PM - 18:00PM
