COL,DEPT,CRN,CRS_NO,TITLE,SECT,TYPE_,CAMP,ENROL,INSTR_ID,INSTRUCTOR,EXAM_DATE,START_TIME,END_TIME,COURSE_TYPE,COURSE_CLASS
3,BUSP,20686,302361,Operat. and Supply Chain Mgt.,1,LEC,MAM,10,101472,Mohamad Gamal Shehata Aboelmaged,05/05/2024,08:30AM,10:30AM,General,Year3
14,BIOT,20562,1450301,Bio-informatics,12L,LAB,UOS,12,101028,Uzma  Inayat,11/05/2024,08:30AM,10:30AM,General,Year3
5,NURS,20496,503260,Fundamentals of Nursing,73L,LAB,MDM,20,10750,Mini Sara  Abraham,08/05/2024,08:30AM,10:30AM,General,Year2
4,CIVL,20455,401315,Reinforced Concrete Design 1,11,LEC,UOS,21,101486,Muhammad Talha Junaid,05/05/2024,08:30AM,10:30AM,General,Year3
14,BIOT,20484,1450101,General Biology 1,11T,LEC,UOS,52,P-3077,Enas Yasin Muhamed Al-Zubi,09/05/2024,08:30AM,10:30AM,General,Year1
1,JURF,20464,103223,Juri. of Marriage and Divorce,52,LEC,MAW,17,101619,Kathafi Izzat Abdel Hadi Al Ghananim,29/04/2024,08:30AM,10:30AM,General,Year2
14,CHMS,20078,1420391,Chemical Literature & Seminar,11,LEC,UOS,12,101314,Abdelaziz  Elgamouz,11/05/2024,08:30AM,10:30AM,General,Year3
4,CIVL,20140,401142,Man and The Environment,12A,LEC,UOS,85,10974,Ali  Tahmaz,01/05/2024,08:30AM,10:30AM,Uni_Requirement,Year1
2,ENGL,20088,202111,Basic English,4,LEC,UOS,42,10158,Fadwa Mahmoud Sleiman,11/05/2024,08:30AM,10:30AM,Uni_Requirement,Year1
14,CHMS,24204,1420100,Remedial Chemistry,12,LEC,UOS,62,101313,Kamrul  Hasan,11/05/2024,08:30AM,10:30AM,General,Year1
11,MDCH,24251,1101522,Pharmaceutical Analysis,72,OFH,MDM,1,101389,Hasan Yaser Hasan  Alniss,05/05/2024,08:30AM,10:30AM,General,Year5
8,PUBL,24083,807225,Online Public Relations-E,501,LEB,DHW,9,P-3055,Mohamed Hassan Abdelzaher Hassan,06/05/2024,08:30AM,10:30AM,General,Year2
4,SREE,23264,406200,Thermodynamics,13,LEC,MAW,17,101495,Mamdouh  El Haj Assad,14/05/2024,08:30AM,10:30AM,General,Year2
14,APHY,21267,1430107,Physics for Health Sci,51L,LAB,MAW,24,101108,Saja  Abdulhadi,12/05/2024,08:30AM,10:30AM,General,Year1
14,APHY,21349,1430107,Physics for Health Sci,73L,LAB,MDM,23,101108,Saja  Abdulhadi,12/05/2024,08:30AM,10:30AM,General,Year1
2,SOCI,24034,204223,Urban Sociology,101,LEC,DHM,121,101770,Mohamed  Sayed Ahmed Bayoumy,07/05/2024,08:30AM,10:30AM,General,Year2
1,FREL,23517,104316,The Status of the Isl. Wor.,1,LEC,MAM,10,101881,Mahmoud Batal Mohamed Ahmed,14/05/2024,08:30AM,10:30AM,General,Year3
7,ADES,23584,705415,Inter. Des. Grad. Project II,12,PRJ,FAM,10,101916,Wael Aly Abdelgayed Rashdan,06/05/2024,08:30AM,10:30AM,General,Year4
2,EDUC,23374,206141,Intro. to Early Childhood,51M,LEC,MAW,42,101959,Samih Mahmoud Moh'd Al Karasneh,05/05/2024,08:30AM,10:30AM,General,Year1
3,FNEC,21064,308366,Internship in Finance,11,INT,UOS,6,101910,Noura Saad Abdelhamid Abdelhamid Metawa,04/05/2024,08:30AM,10:30AM,General,Year3
5,CLNU,21210,507263,Food Microbiology,71L,LAB,MDM,21,101515,Tareq (Mohammad Ibrahim) A.H. Osaili,07/05/2024,08:30AM,10:30AM,General,Year2
5,MLT,21713,501260,Biochemistry,78L,LAB,MDM,22,101745,Dana Faraj Salahat,09/05/2024,08:30AM,10:30AM,General,Year2
4,SREE,21623,406453,Energy Mgt. for Sustainability,51,LEC,MAW,26,101448,Bashria Abdrubalrasoul Abdalla  Yousef,04/05/2024,08:30AM,10:30AM,General,Year4
5,PHTH,23617,505360,Physiotherapy for Neurological,74L,LAB,MDM,16,102174,Muhammed Ayas  Kalla Puthiyaveettil,14/05/2024,08:30AM,10:30AM,General,Year3
15,COSC,24388,1501214,Programming with Data Str.,11,LEB,UOS,19,101511,Sohail  Abbas,05/05/2024,08:30AM,10:30AM,General,Year2
3,FNEC,23800,308365,Risk Management,51,LEC,MAW,14,101078,Mohammed  Hersi,06/05/2024,08:30AM,10:30AM,General,Year3
5,PHTH,22131,505262,Assessment in Physiotherapy,72,LEC,MDM,62,101667,Ibrahim Mostafa Abuamr,09/05/2024,08:30AM,10:30AM,General,Year2
2,ARAB,22100,201443,Children's Literature,51,LEC,MAW,5,101225,Badeeah Khaleel Al Hashemi,08/05/2024,08:30AM,10:30AM,General,Year4
5,HSGN,23235,500160,Human Anatomy and Physiology,77,LEC,MDM,47,102104,Asma Ebrahim Hasan Almulla Almansoori,05/05/2024,08:30AM,10:30AM,General,Year1
5,PHTH,22245,505360,Physiotherapy for Neurological,72L,LAB,MDM,25,102004,Sivapriya  Ramakrishnan,14/05/2024,08:30AM,10:30AM,General,Year3
2,ARAB,22089,201203,Art of Writing in Arabic,52,LEC,MAW,61,102022,Hafid Ismaili Alaoui,29/04/2024,08:30AM,10:30AM,General,Year2
2,ARAB,22092,201352,Arabic Rhetoric (2),11,LEC,UOS,14,10161,Ben Issa Abdul Qader Bettaher,14/05/2024,08:30AM,10:30AM,General,Year3
8,MASS,22158,808221,Principles of Media Production,11,LEB,UOS,20,101478,Chinyeaka Ogadimma  Emenyeonu,12/05/2024,08:30AM,10:30AM,General,Year2
5,MLT,21998,501452,Practicum in Serology,71,CLI,MDM,15,10971,Moawiah M.Assad A . Abdel Haq,11/05/2024,08:30AM,10:30AM,General,Year4
5,HSGN,22143,500161,Intr. to Health Sciences,72,LEC,MDM,72,101189,Leena Rajan David,13/05/2024,08:30AM,10:30AM,General,Year1
5,HSGN,22144,500161,Intr. to Health Sciences,73,LEC,MDM,70,10783,Wiam Elshami Hassan,13/05/2024,08:30AM,10:30AM,General,Year1
5,HSGN,22240,500160,Human Anatomy and Physiology,71,LEC,MDM,53,102104,Asma Ebrahim Hasan Almulla Almansoori,05/05/2024,08:30AM,10:30AM,General,Year1
4,NUCL,22465,407300,Elements of NE and Rad.Science,11,LEC,UOS,5,101577,Bassam Abdullah Ayed Khuwaileh,06/05/2024,08:30AM,10:30AM,General,Year3
4,NUCL,22427,407454,Radiological Health Eng.Fund.,11,LEC,UOS,10,101338,Muhammad  Zubair,04/05/2024,08:30AM,10:30AM,General,Year4
5,HSGN,22274,500160,Human Anatomy and Physiology,81L,LAB,MDM,29,10770,Sondos Abderraheem Harfeel,05/05/2024,08:30AM,10:30AM,General,Year1
2,ENGL,23439,202111,Basic English,5W,LEC,UOS,37,101156,Scott  Lauder,11/05/2024,08:30AM,10:30AM,Uni_Requirement,Year1
5,HSGN,22277,500160,Human Anatomy and Physiology,82L,LAB,MDM,30,101745,Dana Faraj Salahat,05/05/2024,08:30AM,10:30AM,General,Year1
5,HSGN,22279,500160,Human Anatomy and Physiology,83L,LAB,MDM,27,10770,Sondos Abderraheem Harfeel,05/05/2024,08:30AM,10:30AM,General,Year1
4,IEMG,22409,405432,Facilities Planning,12,LEC,UOS,10,10959,Hamdi  Bashir,12/05/2024,08:30AM,10:30AM,General,Year4
5,HSGN,22265,500160,Human Anatomy and Physiology,77L,LAB,MDM,28,101988,Gayathri  Arumughan,05/05/2024,08:30AM,10:30AM,General,Year1
11,MDCH,22380,1101249,Pharmaceutical Analysis,71,LEC,MDM,33,101389,Hasan Yaser Hasan  Alniss,05/05/2024,08:30AM,10:30AM,General,Year2
6,PBLW,24085,602454,Law of Criminal Procedures,31,LEB,KOM,13,P-3074,Hanadi Sharif Murad Mohamed Bakhsh,11/05/2024,08:30AM,10:30AM,General,Year4
8,MASS,23935,806355,News Writing for R & Tv,81,LEB,KOW,3,P-3081,Najat Fawzy R Alsaied,13/05/2024,08:30AM,10:30AM,General,Year3
6,PBLW,22791,602246,Human Rights in Islam,09E,LEC,UOS,78,102126,Abdelnaser Sayid Mohamed Aljahani,30/04/2024,08:30AM,10:30AM,Uni_Requirement,Year2
7,ADES,23661,702218,Textile Design Studio II,11,LES,FAM,8,P-2675,Samer Ahmed Eska,07/05/2024,08:30AM,10:30AM,General,Year2
6,PBLW,22545,602246,Human Rights in Islam,4,LEC,UOS,82,101458,Shadi Adnan  Alshdaifat,30/04/2024,08:30AM,10:30AM,Uni_Requirement,Year2
5,MLT,21957,501365,Blood Banking,73L,LAB,MDM,23,10216,Omar Mahmoud Chebbo,06/05/2024,08:30AM,10:30AM,General,Year3
15,COSC,21961,1501365,Advanced Database System,11,LEC,UOS,67,101842,Ibrahim Abaker Targio Hashem,12/05/2024,08:30AM,10:30AM,General,Year3
7,ADES,23543,705117,Interior Drafting,12,LES,FAM,16,P-3121,Zena Hisham Ahmad Al Rawi,04/05/2024,08:30AM,10:30AM,General,Year1
7,ADES,23546,705215,Interior Design Studio II,11,LES,FAM,15,101133,Asil Adil Al Baghdady,12/05/2024,08:30AM,10:30AM,General,Year2
6,PBLW,24607,602252,General Penal Law (2),12,OFH,UOS,2,101416,Ahmad Mousa Hayajneh,06/05/2024,08:30AM,10:30AM,General,Year2
2,HISL,24610,203319,Maghrib and Andalus Hist,91,OFH,KOW,2,102155,Mohamed Hussein Elsayed Abdelghany Khater,06/05/2024,08:30AM,10:30AM,General,Year3
14,APHY,20803,1430115,Physics 1,5,LEC,MAM,48,101886,Amine  Ahriche,09/05/2024,08:30AM,10:30AM,General,Year1
3,ACCT,20837,301322,Intermediate Accounting II,11,LEC,UOS,18,102113,Ammad  Ahmed,11/05/2024,08:30AM,10:30AM,General,Year3
14,APHY,20760,1430107,Physics for Health Sci,71,LEC,MDM,46,10039,Bassam Rashed Khader,12/05/2024,08:30AM,10:30AM,General,Year1
1,FREL,20899,104100,Islamic Culture,17T,LEC,UOS,97,101758,Kabiru  Goje,27/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1,FREL,20884,104100,Islamic Culture,14M,LEC,UOS,125,102176,Khadija Mohamed Ali Malik Aldhuhoori,27/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
