id,COL,DEPT,CRN,CRS_NO,TITLE,SECT,TYPE_,CAMP,ENROL,INSTR_ID,INSTRUCTOR,EXAM_DATE,START_TIME,END_TIME,COURSE_TYPE,COURSE_CLASS
1,3,BUSP,20675,302250,Legal Environment of Business,53,LEC,MAW,61,101936,Sheer  Abbas,12/05/2024,08:30AM,10:30AM,General,Year2
2,14,BIOT,20567,1450301,Bio-informatics,53L,LAB,MAW,8,101028,Uzma  Inayat,11/05/2024,08:30AM,10:30AM,General,Year3
3,14,BIOT,20564,1450301,Bio-informatics,11L,LAB,UOS,22,101028,Uzma  Inayat,11/05/2024,08:30AM,10:30AM,General,Year3
4,14,BIOT,20558,1450421,Plant Biotechnology,13L,LAB,UOS,21,101165,Tasneem  Obaid,06/05/2024,08:30AM,10:30AM,General,Year4
5,14,BIOT,20559,1450421,Plant Biotechnology,11L,LAB,UOS,16,101165,Tasneem  Obaid,06/05/2024,08:30AM,10:30AM,General,Year4
6,1,JURF,20463,103223,Juri. of Marriage and Divorce,51,LEC,MAW,25,101036,Hassan  Al Rifai,29/04/2024,08:30AM,10:30AM,General,Year2
7,2,ENGL,20096,202213,Short Fiction,51,LEC,MAW,9,101628,Andrew Joseph Power,05/05/2024,08:30AM,10:30AM,General,Year2
8,2,ENGL,20142,202222,20th Century American Lit,51,LEC,MAW,7,30022,Khaled Mohamed Besbes,13/05/2024,08:30AM,10:30AM,General,Year2
9,2,INRE,20375,205111,Intro to Political Sciences,11Z,LEC,UOS,53,102035,MD  Moniruzzaman,13/05/2024,08:30AM,10:30AM,General,Year1
10,14,MATH,20222,1440163,Calc. I for Health Sc.,51,LEC,MAW,41,101009,Nida  Siddiqui,08/05/2024,08:30AM,10:30AM,General,Year1
11,4,CIVL,20422,401314,Reinforced Concrete Design 1,11,LEC,UOS,3,101486,Muhammad Talha Junaid,12/05/2024,08:30AM,10:30AM,General,Year3
15,2,IEP,21251,11113,Writing Skills,11,LEC,UOS,36,10606,Nevin Kamal EL Gazzar,12/05/2024,08:30AM,10:30AM,General,Year1
16,2,IEP,21253,11113,Writing Skills,12,LEC,UOS,37,10508,Domenic  Fumo,12/05/2024,08:30AM,10:30AM,General,Year1
17,14,APHY,21345,1430107,Physics for Health Sci,79L,LAB,MDM,24,101109,Tahani  Ibrahim Ragheb AL Sarayreh,12/05/2024,08:30AM,10:30AM,General,Year1
18,6,LAW,24490,606161,Constitutional Law,11,LEC,UOS,10,101788,Simon   Badran,08/05/2024,08:30AM,10:30AM,General,Year1
19,8,PUBL,23624,807221,Intro. to Public Relations,51,LEC,MAW,50,10646,Khayrat Moawed Ayad,13/05/2024,08:30AM,10:30AM,General,Year2
20,8,PUBL,23632,807202,Effective Present. & Speech,12,LEC,UOS,7,101145,Shareefa  Al-Marzooqi,09/05/2024,08:30AM,10:30AM,General,Year2
21,8,PUBL,23633,807228,Social Media,12,LEB,UOS,52,102068,Mokhtar H Mohamed Elareshi,07/05/2024,08:30AM,10:30AM,General,Year2
23,4,EECE,21044,402343,Random Signal & Systems,11,LEC,UOS,18,102024,Hayssam  Dahrouj,08/05/2024,08:30AM,10:30AM,General,Year3
26,3,FNEC,21038,308332,Investment Analysis,51,LEC,MAW,28,101256,Ray Saadaoui Mallek,13/05/2024,08:30AM,10:30AM,General,Year3
27,5,HSAD,21198,504260,Leadership & Mang. in H. Prof,73,LEC,MDM,62,101061,Syed Azizur Rahman,07/05/2024,08:30AM,10:30AM,General,Year2
28,3,BUSP,21731,302443,Supply Chain Analytics,11,LEC,UOS,41,102066,Mehmood  Khan,07/05/2024,08:30AM,10:30AM,General,Year4
29,2,ARAB,21643,201102,Arabic Language,18G,LEC,UOS,86,101941,Khalid  Elyaboudi,28/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
30,4,SREE,21612,406420,Solar Thermal Energy Systems,11,LEC,UOS,42,101262,Ahmed Amine Hachicha,06/05/2024,08:30AM,10:30AM,General,Year4
31,5,MLT,23311,501260,Biochemistry,77L,LAB,MDM,24,101745,Dana Faraj Salahat,09/05/2024,08:30AM,10:30AM,General,Year2
32,2,ARAB,21646,201102,Arabic Language,19U,LEC,UOS,84,101225,Badeeah Khaleel Al Hashemi,28/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
33,2,ARAB,21648,201102,Arabic Language,25Z,LEC,UOS,96,101822,Dame  Toure,28/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
34,3,FNEC,23799,308365,Risk Management,1,LEC,MAM,15,101078,Mohammed  Hersi,06/05/2024,08:30AM,10:30AM,General,Year3
36,3,FNEC,23803,308438,Seminar in Finance & Banking,51,LEC,MAW,16,102009,Abdus Sabur  Mollah,02/05/2024,08:30AM,10:30AM,General,Year4
37,11,PHPR,24532,1104352,Pharmacy Management,74,LEC,MDM,6,101073,Abduel Mula R. Abdul Karem,09/05/2024,08:30AM,10:30AM,General,Year3
38,5,PHTH,22242,505360,Physiotherapy for Neurological,71,LEC,MDM,47,102016,Alham Jehad Ali Al-Sharman,14/05/2024,08:30AM,10:30AM,General,Year3
39,5,PHTH,22243,505360,Physiotherapy for Neurological,72,LEC,MDM,44,102016,Alham Jehad Ali Al-Sharman,14/05/2024,08:30AM,10:30AM,General,Year3
40,5,HSGN,23239,500160,Human Anatomy and Physiology,84L,LAB,MDM,27,102104,Asma Ebrahim Hasan Almulla Almansoori,05/05/2024,08:30AM,10:30AM,General,Year1
41,5,PHTH,22138,505262,Assessment in Physiotherapy,73L,LAB,MDM,35,101986,Amal Lahcen Ahbouch,09/05/2024,08:30AM,10:30AM,General,Year2
42,5,PHTH,22220,505265,Anatomy(2),72,LEC,MDM,59,101986,Amal Lahcen Ahbouch,08/05/2024,08:30AM,10:30AM,General,Year2
44,5,HSGN,22258,500160,Human Anatomy and Physiology,72L,LAB,MDM,28,101988,Gayathri  Arumughan,05/05/2024,08:30AM,10:30AM,General,Year1
45,5,HSGN,22260,500160,Human Anatomy and Physiology,74L,LAB,MDM,30,10770,Sondos Abderraheem Harfeel,05/05/2024,08:30AM,10:30AM,General,Year1
46,5,HSGN,22261,500160,Human Anatomy and Physiology,75L,LAB,MDM,27,101988,Gayathri  Arumughan,05/05/2024,08:30AM,10:30AM,General,Year1
47,4,IEMG,22411,405464,Project Management,11,LEC,UOS,38,102127,Waqar Ahmed  Khan,04/05/2024,08:30AM,10:30AM,General,Year4
48,4,MECH,22474,408276,Material Processing Eng.,11,LEC,UOS,15,101677,Tahar  Laoui,14/05/2024,08:30AM,10:30AM,General,Year2
49,5,HSGN,22267,500160,Human Anatomy and Physiology,78L,LAB,MDM,26,101745,Dana Faraj Salahat,05/05/2024,08:30AM,10:30AM,General,Year1
50,5,HSGN,22253,500160,Human Anatomy and Physiology,72,LEC,MDM,70,10328,Haydar A. Hasan,05/05/2024,08:30AM,10:30AM,General,Year1
51,2,HISL,22441,203110,Methods of Historical Research,11M,LEC,UOS,29,102133,Mashhad  Al-Allaf,09/05/2024,08:30AM,10:30AM,General,Year1
52,5,HSGN,22256,500160,Human Anatomy and Physiology,75,LEC,MDM,62,10971,Moawiah M.Assad A . Abdel Haq,05/05/2024,08:30AM,10:30AM,General,Year1
53,11,PHPR,23703,1102360,Integ. Pharma. & Therap. IIA,71,LEC,MDM,79,102013,Ahmad Yousef Mohammad Abu Helwa,06/05/2024,08:30AM,10:30AM,General,Year3
54,6,PRLW,23279,601214,Rules of Obligations,11,LEC,UOS,8,101059,M  Mahmoud I. M. Fayyad,12/05/2024,08:30AM,10:30AM,General,Year2
55,14,APHY,22919,1430107,Physics for Health Sci,77L,LAB,UOS,24,101108,Saja  Abdulhadi,12/05/2024,08:30AM,10:30AM,General,Year1
56,14,APHY,22920,1430107,Physics for Health Sci,84L,LAB,UOS,23,101505,Abdulraheem mohamed Khudada Mohamed,12/05/2024,08:30AM,10:30AM,General,Year1
57,6,PBLW,22546,602246,Human Rights in Islam,7,LEC,UOS,81,101416,Ahmad Mousa Hayajneh,30/04/2024,08:30AM,10:30AM,Uni_Requirement,Year2
58,15,CENG,22687,1502334,Embedded Systems Design,12,LEB,UOS,22,101058,Mohamed Talal  Bonny,08/05/2024,08:30AM,10:30AM,General,Year3
59,2,ARAB,21916,201203,Art of Writing in Arabic,51,LEC,MAW,52,10711,Mariam Saeed Bel Ajeed,29/04/2024,08:30AM,10:30AM,General,Year2
60,5,MLT,21811,501362,Hematology(2)/ Coagulation,71L,LAB,MDM,30,10216,Omar Mahmoud Chebbo,08/05/2024,08:30AM,10:30AM,General,Year3
61,5,MLT,21955,501365,Blood Banking,72L,LAB,MDM,24,10216,Omar Mahmoud Chebbo,06/05/2024,08:30AM,10:30AM,General,Year3
62,15,COSC,21918,1501279,Discrete Structures,11,LEC,UOS,44,102122,Karam Mohamed Goda Mohamed Sallam,08/05/2024,08:30AM,10:30AM,General,Year2
63,5,MLT,21813,501362,Hematology(2)/ Coagulation,73L,LAB,MDM,32,10216,Omar Mahmoud Chebbo,08/05/2024,08:30AM,10:30AM,General,Year3
64,5,MLT,21942,501365,Blood Banking,71,LEC,MDM,41,101644,Raed Omar Abu Odeh,06/05/2024,08:30AM,10:30AM,General,Year3
65,15,COSC,21854,1501211,Programming II,52,LEB,MAW,18,P-3108,Muath Ibrahim Mohammad Jarrah,14/05/2024,08:30AM,10:30AM,General,Year2
66,5,NURS,23758,503260,Fundamentals of Nursing,78L,LAB,MDM,20,102101,Richard  Mottershead,08/05/2024,08:30AM,10:30AM,General,Year2
71,5,NURS,20802,503260,Fundamentals of Nursing,73,LEC,MDM,36,102175,Muna Mohammed Salem Al-Tamimi,08/05/2024,08:30AM,10:30AM,General,Year2
72,6,PBLW,20909,602246,Human Rights in Islam,3,LEC,UOS,80,101458,Shadi Adnan  Alshdaifat,30/04/2024,08:30AM,10:30AM,Uni_Requirement,Year2
73,4,EECE,20756,402202,Circuit Analysis I,51,LEC,MAW,40,101884,Venkata Veera Muralee Gopi Chandu,05/05/2024,08:30AM,10:30AM,General,Year2
74,14,APHY,20772,1430115,Physics 1,02Z,LEC,MAM,47,101886,Amine  Ahriche,09/05/2024,08:30AM,10:30AM,General,Year1
75,14,APHY,20838,1430324,Quantum Mechanics 2,11,LEC,UOS,11,101823,Hichem  El Euch,14/05/2024,08:30AM,10:30AM,General,Year3
76,14,APHY,20778,1430115,Physics 1,12G,LEC,UOS,42,102114,Mahmoud Rabie Abdel-Hafez,09/05/2024,08:30AM,10:30AM,General,Year1
77,14,APHY,20843,1430362,Thermal Physics,11,LEC,UOS,7,102083,Ihab Mohammad Naji Obaidat,11/05/2024,08:30AM,10:30AM,General,Year3
78,14,APHY,20903,1430442,Intro to Rad Phys Dosimetry,11,LEC,UOS,11,10480,Hussein Mohamed EL Mehdi,12/05/2024,08:30AM,10:30AM,General,Year4
79,1,FREL,20879,104100,Islamic Culture,13V,LEC,UOS,118,101996,Kaltum Mohamed Hared Mohamed,27/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
80,14,APHY,20735,1430115,Physics 1,53Q,LEC,MAW,39,102082,Mejd Majid Mohamed Alsari Almheiri,09/05/2024,08:30AM,10:30AM,General,Year1
81,2,ENGL,20645,202113,English for Humanities,52,LEC,MAW,58,101224,Nada Mohamed Abdalla Al Hammadi,28/04/2024,11:00AM,13:00PM,General,Year1
82,3,BUSP,20672,302383,Business and Government,51,LEC,MAW,50,10234,Abu Elias  Sarker,07/05/2024,11:00AM,13:00PM,General,Year3
83,15,BUIS,20604,1503330,Systems Analysis and Design,11,LEC,UOS,40,10441,Samar Ahmad Mouakket,09/05/2024,11:00AM,13:00PM,General,Year3
84,1,JURF,20536,103445,Prov. of evid. aga. isl. jur.,51,LEC,MAW,9,101453,Mohammad Mahmoud Dojan  Al Emoush,12/05/2024,11:00AM,13:00PM,General,Year4
86,1,JURF,20516,103325,Jur. of Wills and Inheritance,1,LEC,MAM,24,101762,Madou Gaye Sylla,07/05/2024,11:00AM,13:00PM,General,Year3
87,2,ENGL,23108,202121,English For Medical Sciences 1,78,LEC,MDM,80,101151,Myssan Sameer Al laysy Stouhi,02/05/2024,11:00AM,13:00PM,Uni_Requirement,Year1
88,2,ENGL,20145,202121,English For Medical Sciences 1,72,LEC,MDM,41,10669,Inaam  Hamadi,02/05/2024,11:00AM,13:00PM,Uni_Requirement,Year1
89,14,CHMS,20072,1420322,Instrumental Analysis,11,LEC,UOS,12,101314,Abdelaziz  Elgamouz,12/05/2024,11:00AM,13:00PM,General,Year3
90,1,FREL,20712,104325,Topical Exegesis,51,LEC,MAW,9,101264,D.Hasan Salem Habshan,14/05/2024,11:00AM,13:00PM,General,Year3
91,2,INRE,20358,205101,Introduction to Intern. Rela.,51,LEC,MAW,36,102056,William Charles Frick,09/05/2024,11:00AM,13:00PM,General,Year1
92,14,BIOT,20365,1450361,Tissue Culture&Animal Biotech.,11L,LAB,UOS,16,10920,Ban  Al Joubori,05/05/2024,11:00AM,13:00PM,General,Year3
93,14,BIOT,20371,1450361,Tissue Culture&Animal Biotech.,15L,LAB,UOS,20,10920,Ban  Al Joubori,05/05/2024,11:00AM,13:00PM,General,Year3
94,14,MATH,20247,1440161,Calculus II for Engineers,53,LEC,MAW,42,10739,Basim Saleem Atteli,05/05/2024,11:00AM,13:00PM,General,Year1
95,14,MATH,20224,1440161,Calculus II for Engineers,52,LEC,MAW,36,101615,Belkacem  Said Houari,05/05/2024,11:00AM,13:00PM,General,Year1
96,14,MATH,20233,1440161,Calculus II for Engineers,55,LEC,MAW,43,101320,Muhammad Islam Shafiq Mustafa,05/05/2024,11:00AM,13:00PM,General,Year1
98,4,SREE,23346,406302,Engineering Materials,13,LEC,UOS,14,101343,Mohammad Ali Abdelkareem Abdelaal,13/05/2024,11:00AM,13:00PM,General,Year3
99,4,SREE,23257,406101,Statics and Dynamics,13,LEC,UOS,26,101118,A  Anis Allagui,14/05/2024,11:00AM,13:00PM,General,Year1
100,6,PRLW,21254,601321,Law of Civil Procedures,1,LEB,MAM,18,102108,Nizar  Mannai,11/05/2024,11:00AM,13:00PM,General,Year3
101,6,PRLW,21256,601321,Law of Civil Procedures,51,LEB,MAW,18,10413,Ali Abdel Hamid Torki,11/05/2024,11:00AM,13:00PM,General,Year3
102,6,PRLW,21262,601423,Private International Law,1,LEB,MAM,14,102108,Nizar  Mannai,05/05/2024,11:00AM,13:00PM,General,Year4
103,15,CENG,24491,1502347,Computer Com. and networks Lab,15,LAB,UOS,15,10581,Mohamed Elsayed Saad,01/05/2024,11:00AM,13:00PM,General,Year3
109,6,PRLW,21080,601110,Legal Research Methods,11,LEC,UOS,22,101900,Mariam Ahmed Khalfan Alsandal,12/05/2024,11:00AM,13:00PM,General,Year1
110,5,NURS,21004,503362,Pediatric Health Nursing,71,LEC,MDM,68,101069,Nabeel Salem AL-Yateem,14/05/2024,11:00AM,13:00PM,General,Year3
112,14,APHY,21714,1430241,Modern Physics,12,LEB,UOS,9,101119,Mounir  Kaidi,13/05/2024,11:00AM,13:00PM,General,Year2
113,15,COSC,21613,1501101,Introduction to IT(Arabic),1,LEB,MAM,41,102076,Maged Abdelkhalek Elsayed Mohamed Elsheshtawy,02/05/2024,11:00AM,13:00PM,General,Year1
114,2,INRE,24257,205327,Political Economy of the ME,12,LEC,UOS,73,101813,Stephen  John,08/05/2024,11:00AM,13:00PM,General,Year3
115,6,PBLW,23243,602343,Administrative Law (2),1,LEB,MAM,9,101968,Eman Ahmed Abdelrahman Abdalla Alabdouli,08/05/2024,11:00AM,13:00PM,General,Year3
116,11,PHCS,22151,1103121,Microbiology,71,LEC,MDM,79,101311,Ghalia Abdul Khader Khoder,05/05/2024,11:00AM,13:00PM,General,Year1
117,6,PRLW,23250,601336,Negotiable Instruments,51,LEC,MAW,15,101088,Mudafar Jaber AL Rawi,08/05/2024,11:00AM,13:00PM,General,Year3
119,8,MASS,22160,806265,Web Design - E,11,LEB,UOS,21,101477,Mohammed Fathi A'Aluan Yousaf,09/05/2024,11:00AM,13:00PM,General,Year2
120,11,PHCS,22170,1103121,Microbiology,73,LEC,MDM,78,101311,Ghalia Abdul Khader Khoder,05/05/2024,11:00AM,13:00PM,General,Year1
121,5,PHTH,22275,505361,PT for Musc. Condition(2),73L,LAB,MDM,28,102159,Mouza Jamal Nasser Rashed Lootah,09/05/2024,11:00AM,13:00PM,General,Year3
122,11,MDCH,22303,1101412,Med. Chem. III B,71,LEC,MDM,75,10808,Abdel Nasser A. Elshorbagi,07/05/2024,11:00AM,13:00PM,General,Year4
125,15,CENG,22921,1502201,Digital Logic Design,13,LEC,UOS,53,P-3107,Haitham  Tayyar,09/05/2024,11:00AM,13:00PM,General,Year2
126,6,PBLW,23296,602343,Administrative Law (2),51,LEB,MAW,11,101968,Eman Ahmed Abdelrahman Abdalla Alabdouli,08/05/2024,11:00AM,13:00PM,General,Year3
128,5,MDI,21896,502472,Nuclear Medicine,71L,LAB,MDM,20,101794,Huseyin Ozan Tekin,11/05/2024,11:00AM,13:00PM,General,Year4
129,11,PHCS,23513,1103121,Microbiology,75L,LAB,MDM,25,101709,Shijna Ramachandran Chamathakkriyil Kappally,05/05/2024,11:00AM,13:00PM,General,Year1
130,11,PHPR,21873,1102521,Pharmacology III,71,LEC,MDM,87,10782,Raafat Abd El Gawad El Awady,09/05/2024,11:00AM,13:00PM,General,Year5
131,5,NURS,23750,503101,Health and Safety,72E,LEC,MDM,141,101895,Mustafa Muhamad Habeb,07/05/2024,11:00AM,13:00PM,General,Year1
132,3,BUSP,23840,302360,Human Resources Management,11,LEC,UOS,45,101915,Salima  Hamouche,11/05/2024,11:00AM,13:00PM,General,Year3
134,14,APHY,20745,1460120,Physical Geology,11T,LEC,UOS,2,101746,Daniil  Moraitis,07/05/2024,11:00AM,13:00PM,General,Year1
135,5,ENVH,20958,506362,Food Safety and Quality,71L,LAB,MDM,19,101872,Ioannis  Savvaidis,12/05/2024,11:00AM,13:00PM,General,Year3
137,15,BUIS,20598,1503130,Introduction to BIS,51V,LEC,MAW,44,101975,Mohamed Elhoseny Ibrahim Elkholy,06/05/2024,13:30PM,15:30PM,General,Year1
138,14,MATH,20248,1440133,Calculus I for Engineering,04Z,LEC,MAM,50,101630,Mostafa  Zahri,05/05/2024,13:30PM,15:30PM,General,Year1
139,14,MATH,20276,1440281,Intro Probability & Statistics,51,LEC,MAW,21,102073,Tahir  Abbas,06/05/2024,13:30PM,15:30PM,General,Year2
140,14,MATH,20268,1440281,Intro Probability & Statistics,11,LEC,UOS,45,101867,Marwan  Al-Momani,06/05/2024,13:30PM,15:30PM,General,Year2
141,14,MATH,20237,1440131,Calculus I,01T,LEC,MAM,18,101321,Mahmoud  Benkhelifa,05/05/2024,13:30PM,15:30PM,General,Year1
142,14,MATH,20243,1440311,Abstract Algebra I,11,LEC,UOS,13,101322,Zahid  Raza,13/05/2024,13:30PM,15:30PM,General,Year3
143,14,BIOT,20420,1450351,General Biochemistry,51,LEC,MAW,66,101317,Khalid  Bajou,08/05/2024,13:30PM,15:30PM,General,Year3
144,14,BIOT,20396,1450334,Microbial Genetics,11,LEB,UOS,24,101166,Islam Mohamed El Ahmadi,12/05/2024,13:30PM,15:30PM,General,Year3
147,11,PHPR,23718,1104360,Pharmacy Skills II,71L,LAB,MDM,12,102161,Sara Murad Mohamed Albarkat Meer,05/05/2024,13:30PM,15:30PM,General,Year3
149,4,IEMG,23842,405428,Data-Driven Tech. in Ind. App.,11,LEC,UOS,11,101934,Concetta  Semeraro,06/05/2024,13:30PM,15:30PM,General,Year4
150,14,CHMS,21463,1426155,General Chemistry for HS,14L,LAB,UOS,24,10236,Ibrahim A. Abdel Rahman,09/05/2024,13:30PM,15:30PM,General,Year1
151,14,CHMS,21469,1426155,General Chemistry for HS,20L,LAB,UOS,24,P-3109,Dania Abed Alnaser Mahmoud Altaher,09/05/2024,13:30PM,15:30PM,General,Year1
153,6,PRLW,23884,601322,Princ. of Civil litigation (E),1,LEC,MAM,23,101826,Munira Mohamad Abdallah Salem,14/05/2024,13:30PM,15:30PM,General,Year3
154,3,FNEC,21011,308252,Principles of Macroeconomics,12,LEC,UOS,53,101370,Atif Awoad Moheeldeen,14/05/2024,13:30PM,15:30PM,General,Year2
155,2,IEP,21220,11111,Listening Skills,11,LEC,UOS,32,30139,Mhd.Abdulhamed Hassan Molhim,30/04/2024,13:30PM,15:30PM,General,Year1
156,6,PRLW,21095,601310,Consumer Protection Laws,51,LEC,MAW,20,101395,Aouataf  Zerara,09/05/2024,13:30PM,15:30PM,General,Year3
157,5,CLNU,21207,507261,Principles of Food Science,71,LEC,MDM,56,10914,Reyad Rashid Obaid,05/05/2024,13:30PM,15:30PM,General,Year2
159,6,PRLW,23555,601131,Principles of Commercial Law,52,LEC,MAW,30,101014,Rasha Moh'd Taiseer Hattab,13/05/2024,13:30PM,15:30PM,General,Year1
160,5,CLNU,21213,507360,Medical Nutrition Therapy(1),71,LEC,MDM,62,101267,Moezalislam Ezzat Faris,14/05/2024,13:30PM,15:30PM,General,Year3
161,5,MLT,21736,501262,Immunology and Serology,72,LEC,MDM,44,10971,Moawiah M.Assad A . Abdel Haq,05/05/2024,13:30PM,15:30PM,General,Year2
162,3,BUSP,21732,302340,Supply Chain Plann.& Operation,11,LEC,UOS,41,101914,Mohamed D. A. Shamout,05/05/2024,13:30PM,15:30PM,General,Year3
164,14,CHMS,24543,1426155,General Chemistry for HS,26L,LAB,MDM,24,P-2387,Ines  Bouaziz,09/05/2024,13:30PM,15:30PM,General,Year1
165,11,PHCS,22232,1103511,Pharmaceutics3,71,LEC,MDM,34,101763,Mark Rawas Qalaji,09/05/2024,13:30PM,15:30PM,General,Year5
166,5,PHTH,22154,505264,Exercise Physiology,72L,LAB,MDM,36,101718,Kalyana Chakravarthy Bairapa Reddy,12/05/2024,13:30PM,15:30PM,General,Year2
167,5,PHTH,22142,505263,Biomechanics & Kinesiology(2),71,LEC,MDM,46,101667,Ibrahim Mostafa Abuamr,11/05/2024,13:30PM,15:30PM,General,Year2
168,8,MASS,22338,806201,Media in the UAE,11,LEC,UOS,55,10306,Fawzia Abdulla AlAli,01/05/2024,13:30PM,15:30PM,General,Year2
169,5,MLT,22484,501370,Hematology(1),11,LEC,UOS,62,P-3077,Enas Yasin Muhamed Al-Zubi,07/05/2024,13:30PM,15:30PM,General,Year3
170,5,MLT,22486,501370,Hematology(1),12L,LAB,UOS,17,101166,Islam Mohamed El Ahmadi,07/05/2024,13:30PM,15:30PM,General,Year3
171,15,CENG,24399,1502111,Discrete Mathematics for Eng.,1,LEC,MAM,44,P-3107,Haitham  Tayyar,09/05/2024,13:30PM,15:30PM,General,Year1
172,11,PHPR,23705,1102369,Integ. Pharma. & Therap. IIB,71,LEC,MDM,29,101309,Rania Awada Harati,04/05/2024,13:30PM,15:30PM,General,Year3
173,11,PHPR,23706,1102369,Integ. Pharma. & Therap. IIB,72,LEC,MDM,75,101309,Rania Awada Harati,04/05/2024,13:30PM,15:30PM,General,Year3
175,14,CHMS,22961,1426155,General Chemistry for HS,22L,LAB,UOS,24,P-3109,Dania Abed Alnaser Mahmoud Altaher,09/05/2024,13:30PM,15:30PM,General,Year1
177,5,HSGN,22832,500450,Introduction to Research,71,LEC,MDM,17,101974,Dilber Uzun Ozsahin,04/05/2024,13:30PM,15:30PM,General,Year4
178,5,MLT,21971,501366,Urinalysis & Body Fluids,71,LEC,MDM,42,102040,Muhammad Saboor  Zahoor Ahmad,09/05/2024,13:30PM,15:30PM,General,Year3
179,5,MLT,21798,501264,Histopathological Techniques,72L,LAB,MDM,14,101390,MOH'D GH MOH'D  MOH'D,13/05/2024,13:30PM,15:30PM,General,Year2
180,5,MLT,21739,501262,Immunology and Serology,72L,LAB,MDM,28,101745,Dana Faraj Salahat,05/05/2024,13:30PM,15:30PM,General,Year2
181,5,MLT,21822,501364,Clinical Chemistry(2),71,LEC,MDM,33,101072,Mohamed Ibrahim Madkour,11/05/2024,13:30PM,15:30PM,General,Year3
183,15,COSC,21857,1501215,Data Structures,11,LEC,UOS,43,102125,Mian Ahmad  Jan,07/05/2024,13:30PM,15:30PM,General,Year2
184,3,BUSP,23899,302462,Mang. Change & Innovation,1,LEC,MAM,44,102054,Syed  Abidur Rahman,04/05/2024,13:30PM,15:30PM,General,Year4
185,5,NURS,23737,503468,Research Project,81,LEC,MDM,17,102101,Richard  Mottershead,11/05/2024,13:30PM,15:30PM,General,Year4
186,14,APHY,20834,1460231,Intro. to Remote Sensing,11,LEC,UOS,13,102170,Nouf Sultan Saif Mohamed Alteneiji,07/05/2024,13:30PM,15:30PM,General,Year2
187,2,SOCI,20968,204331,Social Problems,51,LEC,MAW,75,101967,Asma Hamdan Mohamed Ahmed Alsaadi,02/05/2024,13:30PM,15:30PM,General,Year3
188,2,SOCI,20896,204202,Sociological Texts in English,11,LEC,UOS,48,102018,Ayat Jebril Jaber Nashwan,28/04/2024,13:30PM,15:30PM,General,Year2
189,6,PBLW,20897,602244,Public International Law,51,LEC,MAW,10,102126,Abdelnaser Sayid Mohamed Aljahani,04/05/2024,13:30PM,15:30PM,General,Year2
190,14,APHY,20792,1430117,Physics 2,3,LEC,MAM,50,101435,Rachik  Soualah,04/05/2024,13:30PM,15:30PM,General,Year1
191,1,FREL,20715,104415,Logic in Islamic Law Studies,1,LEC,MAM,20,101881,Mahmoud Batal Mohamed Ahmed,12/05/2024,13:30PM,15:30PM,General,Year4
192,6,PBLW,20939,602244,Public International Law,1,LEC,MAM,39,101994,Jamal  Barafi,04/05/2024,13:30PM,15:30PM,General,Year2
193,6,PBLW,20846,602141,Constit. Law and Politic Syts,1,LEC,MAM,30,101968,Eman Ahmed Abdelrahman Abdalla Alabdouli,14/05/2024,13:30PM,15:30PM,General,Year1
194,14,APHY,20752,1430117,Physics 2,51,LEC,MAW,51,102083,Ihab Mohammad Naji Obaidat,04/05/2024,13:30PM,15:30PM,General,Year1
195,14,APHY,20753,1430117,Physics 2,4,LEC,MAM,41,101435,Rachik  Soualah,04/05/2024,13:30PM,15:30PM,General,Year1
196,15,CENG,20620,1502300,Pro. & Social Issues in Eng.,12,LEC,UOS,40,102048,Saddaf  Rubab,05/05/2024,16:00PM,18:00PM,General,Year3
197,15,BUIS,20600,1503211,Business Analytics,11,LEC,UOS,34,101474,Saadat Mehmood  Alhashmi,06/05/2024,16:00PM,18:00PM,General,Year2
198,2,ENGL,20651,202112,English for Academic Purposes,20K,LEC,UOS,0,,  ,02/05/2024,16:00PM,18:00PM,Uni_Requirement,Year1
199,1,JURF,20513,103420,Juridical Rules,1,LEC,MAM,35,102085,Aziz Farhan M Alenezi,04/05/2024,16:00PM,18:00PM,General,Year4
200,1,FREL,20570,104132,Sciences of Hadith,1,LEC,MAM,24,10498,Kassem Ali Saad,07/05/2024,16:00PM,18:00PM,General,Year1
201,4,EECE,20021,402255,Applied Electronics SREE,12,LEC,UOS,32,10219,Abdul Kadir Mohammed Hamid,05/05/2024,16:00PM,18:00PM,General,Year2
202,2,EDUC,20035,206145,Family & Child-Rearing,51,LEC,MAW,13,102149,Najeh Rajeh Ibrahim Alsalhi,04/05/2024,16:00PM,18:00PM,General,Year1
203,2,ENGL,20109,202112,English for Academic Purposes,14F,LEC,UOS,64,10662,Dana Aziz Khalil,02/05/2024,16:00PM,18:00PM,Uni_Requirement,Year1
204,2,ENGL,20174,202207,Technical Writing,53,LEC,MAW,56,10723,Abdellatif  Messikh,08/05/2024,16:00PM,18:00PM,General,Year2
205,2,EDUC,20090,206103,Introduction to Psychology,12A,LEC,UOS,81,101155,Bushra Ahmed Akayyesh,28/04/2024,16:00PM,18:00PM,Uni_Requirement,Year1
206,14,MATH,20215,1440100,Mathematics for Business,1,LEC,MAM,44,10883,Kholoud Mustafa Abu Rezq,13/05/2024,16:00PM,18:00PM,General,Year1
