id,COL,DEPT,CRN,CRS_NO,TITLE,SECT,TYPE_,CAMP,ENROL,INSTR_ID,INSTRUCTOR,EXAM_DATE,START_TIME,END_TIME,COURSE_TYPE,COURSE_CLASS
1100,2,ENGL,23106,202430,Contrastive Linguistics,51,LEC,MAW,13,10312,Shehdeh Ismail Fareh,06/05/2024,08:30AM,10:30AM,General,Year4
1102,2,ENGL,20107,202130,French Language,53,LEC,UOS,45,101807,Chiraz  Anane,29/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1103,2,ENGL,20108,202130,French Language,55,LEC,UOS,26,101807,Chiraz  Anane,29/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1104,2,ENGL,20110,202111,Basic English,52,LEC,UOS,21,10613,Amal KH. Thabet,11/05/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1105,4,CIVL,20149,401142,Man and The Environment,14A,LEC,UOS,82,10974,Ali  Tahmaz,01/05/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1106,2,INRE,20356,205111,Intro to Political Sciences,12,LEC,UOS,46,102035,MD  Moniruzzaman,13/05/2024,08:30AM,10:30AM,General,Year1
1107,14,MATH,20275,1440265,Statistics for Sociology,11,LEC,UOS,40,P-1300,Imad  Shadid,13/05/2024,08:30AM,10:30AM,General,Year2
1108,14,BIOT,20441,1450492C,Selected Topics in Biotech. C,11,LEC,UOS,19,101717,Abdullah  Almutery,08/05/2024,08:30AM,10:30AM,General,Year4
1110,14,APHY,24253,1460226,Envir. Geology & risk Mang.,11,LEC,UOS,14,101671,Hamdan Ali Hamdan,09/05/2024,08:30AM,10:30AM,General,Year2
1111,11,PHPR,23713,1104352,Pharmacy Management,73,LEC,MDM,4,101073,Abduel Mula R. Abdul Karem,09/05/2024,08:30AM,10:30AM,General,Year3
1114,11,MDCH,23493,1101113,Chemistry for Pharmacy,73L,LAB,MDM,32,10970,Hamadeh  (M. Khier) Tarazi,14/05/2024,08:30AM,10:30AM,General,Year1
1115,14,APHY,21270,1430107,Physics for Health Sci,81L,LAB,MDM,24,101109,Tahani  Ibrahim Ragheb AL Sarayreh,12/05/2024,08:30AM,10:30AM,General,Year1
1116,14,APHY,23848,1430107,Physics for Health Sci,54,LEC,MAW,30,10052,Bashir M. Suleiman,12/05/2024,08:30AM,10:30AM,General,Year1
1117,3,BUSP,23854,302361,Operat. and Supply Chain Mgt.,2,LEC,MAM,28,101472,Mohamad Gamal Shehata Aboelmaged,05/05/2024,08:30AM,10:30AM,General,Year3
1118,2,IEP,21265,11113,Writing Skills,15,LEC,UOS,41,10606,Nevin Kamal EL Gazzar,12/05/2024,08:30AM,10:30AM,General,Year1
1119,4,EECE,21107,402100,Introduction to E&E Eng.,11,LEC,UOS,10,10269,Mahmoud Ibrahim Abu Shammeh,14/05/2024,08:30AM,10:30AM,General,Year1
1120,2,IEP,21129,12102,Intensive English Preparatory3,1,LEC,MAM,37,10379,Anthony  Munday,04/05/2024,08:30AM,10:30AM,General,Year2
1121,2,IEP,21129,12102,Intensive English Preparatory3,1,LEC,MAM,37,30134,Ambreen  Zehra,04/05/2024,08:30AM,10:30AM,General,Year2
1124,5,CLNU,21211,507263,Food Microbiology,72L,LAB,MDM,21,10914,Reyad Rashid Obaid,07/05/2024,08:30AM,10:30AM,General,Year2
1125,14,APHY,21134,1430107,Physics for Health Sci,82L,LAB,MDM,22,101109,Tahani  Ibrahim Ragheb AL Sarayreh,12/05/2024,08:30AM,10:30AM,General,Year1
1126,2,IEP,21145,12102,Intensive English Preparatory3,52,LEC,MAW,19,10159,Shabnam  Fatima,04/05/2024,08:30AM,10:30AM,General,Year2
1127,2,ARAB,21636,201102,Arabic Language,14Z,LEC,UOS,104,101738,Anas Abbas Idan,28/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1128,2,ARAB,21639,201102,Arabic Language,16T,LEC,UOS,112,101941,Khalid  Elyaboudi,28/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1129,5,MLT,21703,501260,Biochemistry,75,LEC,MDM,40,102062,Ghulam MD  Ashraf,09/05/2024,08:30AM,10:30AM,General,Year2
1130,5,MLT,21711,501260,Biochemistry,75L,LAB,MDM,21,10770,Sondos Abderraheem Harfeel,09/05/2024,08:30AM,10:30AM,General,Year2
1132,4,SREE,21601,406201,Fluid Mechanics,11,LEC,UOS,44,101928,Ali Mohammed Hassan Radwan,13/05/2024,08:30AM,10:30AM,General,Year2
1135,5,PHTH,22228,505265,Anatomy(2),72L,LAB,MDM,28,102159,Mouza Jamal Nasser Rashed Lootah,08/05/2024,08:30AM,10:30AM,General,Year2
1136,5,PHTH,22244,505360,Physiotherapy for Neurological,71L,LAB,MDM,28,102004,Sivapriya  Ramakrishnan,14/05/2024,08:30AM,10:30AM,General,Year3
1137,5,PHTH,22246,505360,Physiotherapy for Neurological,73L,LAB,MDM,22,102174,Muhammed Ayas  Kalla Puthiyaveettil,14/05/2024,08:30AM,10:30AM,General,Year3
1138,5,PHTH,22139,505262,Assessment in Physiotherapy,74L,LAB,MDM,30,101986,Amal Lahcen Ahbouch,09/05/2024,08:30AM,10:30AM,General,Year2
1139,5,PHTH,22220,505265,Anatomy(2),72,LEC,MDM,59,101774,Muna N Kadhom,08/05/2024,08:30AM,10:30AM,General,Year2
1140,5,HSGN,23231,500160,Human Anatomy and Physiology,76,LEC,MDM,64,10328,Haydar A. Hasan,05/05/2024,08:30AM,10:30AM,General,Year1
1141,11,PHCS,22167,1103412,Pharmaceutics II B,71,LEC,MDM,73,101793,Zahid  Hussain,06/05/2024,08:30AM,10:30AM,General,Year4
1143,4,MECH,22340,408280,Princ. of Water Treat. Tech.,11,LEC,UOS,16,101951,Mohd  Sobri Bin Takriff,07/05/2024,08:30AM,10:30AM,General,Year2
1144,4,MECH,22311,408100,Intro.to Mech. Engineering,11,LEB,UOS,5,101677,Tahar  Laoui,12/05/2024,08:30AM,10:30AM,General,Year1
1145,4,IEMG,22408,405432,Facilities Planning,11,LEC,UOS,33,10959,Hamdi  Bashir,12/05/2024,08:30AM,10:30AM,General,Year4
1146,4,NUCL,22472,407200,Intro. to NE and RS,11,LEC,UOS,21,102059,Thanh Mai  VU,13/05/2024,08:30AM,10:30AM,General,Year2
1147,11,MDCH,22249,1101113,Chemistry for Pharmacy,72L,LAB,MDM,31,10970,Hamadeh  (M. Khier) Tarazi,14/05/2024,08:30AM,10:30AM,General,Year1
1149,5,HSGN,22254,500160,Human Anatomy and Physiology,73,LEC,MDM,61,102104,Asma Ebrahim Hasan Almulla Almansoori,05/05/2024,08:30AM,10:30AM,General,Year1
1150,5,PHTH,22318,505460,Physiotherapy for Geriatrics,71L,LAB,MDM,25,102004,Sivapriya  Ramakrishnan,08/05/2024,08:30AM,10:30AM,General,Year4
1151,6,PBLW,23352,602242,Administrative Law (1),51,LEC,MAW,6,102102,Manal Mirza Mohamed Juma Mohamed,09/05/2024,08:30AM,10:30AM,General,Year2
1153,4,ARCH,24630,404482,Select. Top. in Arch. Design,12,LEC,UOS,6,P-3038,Bouzid  Boudiaf,09/05/2024,08:30AM,10:30AM,General,Year4
1155,6,PBLW,22542,602246,Human Rights in Islam,6,LEC,UOS,83,101812,Nouf Abdalla Mohamed Ali Aljasmi,30/04/2024,08:30AM,10:30AM,Uni_Requirement,Year2
1156,5,MLT,21810,501362,Hematology(2)/ Coagulation,72,LEC,MDM,44,101390,MOH'D GH MOH'D  MOH'D,08/05/2024,08:30AM,10:30AM,General,Year3
1157,4,ARCH,21954,404231,Building Construction I,11,LEB,UOS,12,101010,Md. Mamun Ur. Rahid Md. Anisur Rahman,11/05/2024,08:30AM,10:30AM,General,Year2
1158,15,COSC,21935,1501361,Obj.Ori.Software Design& Imp.,11,LEC,UOS,47,101846,Mohammad Abdullah A.R. Alsmirat,14/05/2024,08:30AM,10:30AM,General,Year3
1159,15,COSC,21920,1501319,Prog. Languages and Paradigms,11,LEC,UOS,50,102145,Mehdi  Jemmali,11/05/2024,08:30AM,10:30AM,General,Year3
1161,5,NURS,23755,503260,Fundamentals of Nursing,77L,LAB,MDM,19,102101,Richard  Mottershead,08/05/2024,08:30AM,10:30AM,General,Year2
1162,1,FREL,20923,104100,Islamic Culture,18H,LEC,UOS,111,102176,Khadija Mohamed Ali Malik Aldhuhoori,27/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1163,6,PBLW,20901,602246,Human Rights in Islam,2,LEC,UOS,79,10788,Zaid Ali Zaid,30/04/2024,08:30AM,10:30AM,Uni_Requirement,Year2
1164,1,FREL,20878,104100,Islamic Culture,12S,LEC,UOS,141,P-3082,Ahmed  Sebihi,27/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1165,1,FREL,20925,104100,Islamic Culture,30E,LEC,UOS,97,101853,Zia Ul  Haq,27/04/2024,08:30AM,10:30AM,Uni_Requirement,Year1
1166,1,FREL,20847,104316,The Status of the Isl. Wor.,51,LEC,MAW,15,101881,Mahmoud Batal Mohamed Ahmed,14/05/2024,08:30AM,10:30AM,General,Year3
1167,14,APHY,20833,1460420,Well Logging,11,LEC,UOS,5,101990,Asma Ali Ahmed Almughanni Alnaqbi,05/05/2024,08:30AM,10:30AM,General,Year4
1168,8,PUBL,20587,807325,Public Relations Campaigns,51,LEB,MAW,17,10738,Khaled  Zamoum,09/05/2024,11:00AM,13:00PM,General,Year3
1169,8,PUBL,20588,807325,Public Relations Campaigns,1,LEB,MAM,11,10738,Khaled  Zamoum,09/05/2024,11:00AM,13:00PM,General,Year3
1170,3,BUSP,20669,302383,Business and Government,1,LEC,MAM,46,10234,Abu Elias  Sarker,07/05/2024,11:00AM,13:00PM,General,Year3
1171,1,FREL,20557,104130,Analytical Biog of the Prophet,16,LEC,UOS,38,102164,Najla Mohamed Rashid Aljarwan Alshamsi,30/04/2024,11:00AM,13:00PM,Uni_Requirement,Year1
1172,1,FREL,20550,104130,Analytical Biog of the Prophet,13,LEC,UOS,101,101853,Zia Ul  Haq,30/04/2024,11:00AM,13:00PM,Uni_Requirement,Year1
1174,2,EDUC,20041,206102,Fundamentals/Islamic Education,13A,LEC,UOS,101,101959,Samih Mahmoud Moh'd Al Karasneh,29/04/2024,11:00AM,13:00PM,Uni_Requirement,Year1
1175,14,CHMS,20064,1420225,Analytical Chemistry for HS,12,LEC,UOS,64,10078,Ayssar Hussein Nahle,09/05/2024,11:00AM,13:00PM,General,Year2
1176,14,CHMS,20075,1420332,Inorganic Chemistry (2),11,LEC,UOS,11,101313,Kamrul  Hasan,14/05/2024,11:00AM,13:00PM,General,Year3
1177,14,CHMS,20069,1420241,Physical Chemistry (1),11,LEC,UOS,6,101670,Mahreen  Arooj,06/05/2024,11:00AM,13:00PM,General,Year2
1178,2,INRE,20353,205388,The Palestinian Question,11,LEC,UOS,71,101460,Abdelrahman Ahmed Abdelrahman,05/05/2024,11:00AM,13:00PM,General,Year3
1179,14,BIOT,20295,1450251,Cell Biology,11,LEC,UOS,80,101317,Khalid  Bajou,06/05/2024,11:00AM,13:00PM,General,Year2
1180,14,BIOT,20298,1450492B,Selected Topics in Biotech. B,11,LEC,UOS,26,101555,Elsiddig Ahmed Elmustafa Elsheikh,08/05/2024,11:00AM,13:00PM,General,Year4
1181,14,BIOT,20299,1450496,Ethical Aspects of Biotech.,11,LEC,UOS,48,30144,Ihsan Ali Mahasneh,12/05/2024,11:00AM,13:00PM,General,Year4
1182,14,MATH,20228,1440181,Statistics for Science,11,LEC,UOS,50,101867,Marwan  Al-Momani,06/05/2024,11:00AM,13:00PM,General,Year1
1183,2,INRE,20413,205160,Intro. to Comparative Politics,11,LEC,UOS,90,102142,Jason Blake Gainous,14/05/2024,11:00AM,13:00PM,General,Year1
1184,11,PHPR,24226,1104452,Principle of OTC Therapy,75,LEC,MDM,42,101749,Feras Jassim Jirjees,11/05/2024,11:00AM,13:00PM,General,Year4
1185,8,COMM,23455,800107,Media in Modern Societies,11,LEC,UOS,80,101978,Jairo Alfonso  Lugo-Ocando,29/04/2024,11:00AM,13:00PM,Uni_Requirement,Year1
1186,4,SREE,23293,406468,Special Topics in Energy Sys.,11,LEC,UOS,41,101926,Ahmed Galal Mohamed Abokhalil,08/05/2024,11:00AM,13:00PM,General,Year4
1187,8,MASS,24151,806464,Info Graphics (2),11,LEB,UOS,20,102088,Omar  Daoudi,08/05/2024,11:00AM,13:00PM,General,Year4
1188,8,COMM,23449,800212,Princ. of Dig. Photography-E,51,LEB,MAW,54,101782,Omar  J. Abdul Jabar,14/05/2024,11:00AM,13:00PM,General,Year2
1191,6,PRLW,21256,601321,Law of Civil Procedures,51,LEB,MAW,18,102108,Nizar  Mannai,11/05/2024,11:00AM,13:00PM,General,Year3
1192,1,FREL,23519,104130,Analytical Biog of the Prophet,11E,LEC,UOS,64,30114,D.Fatima Zohra Aouati,30/04/2024,11:00AM,13:00PM,Uni_Requirement,Year1
1193,6,LAW,24049,606155,Criminology and Penology,11,LEC,UOS,37,101936,Sheer  Abbas,08/05/2024,11:00AM,13:00PM,General,Year1
1194,5,CLNU,21202,507101,Health Awareness and Nutrition,72E,LEC,MDM,85,101609,Leila  Cheikh Ismail,01/05/2024,11:00AM,13:00PM,Uni_Requirement,Year1
1196,3,FNEC,21115,308150,Intro to Economics(Non-B),11E,LEC,UOS,78,30115,Ismail  Ben Douissa,28/04/2024,11:00AM,13:00PM,Uni_Requirement,Year1
1198,15,COSC,21618,1501101,Introduction to IT(Arabic),51,LEB,MAW,36,P-1542,Ammar  Kaziha,02/05/2024,11:00AM,13:00PM,General,Year1
1199,14,APHY,21714,1430241,Modern Physics,12,LEB,UOS,9,10039,Bassam Rashed Khader,13/05/2024,11:00AM,13:00PM,General,Year2
1200,4,SREE,21605,406302,Engineering Materials,11,LEC,UOS,36,101343,Mohammad Ali Abdelkareem Abdelaal,13/05/2024,11:00AM,13:00PM,General,Year3
1201,3,BUSP,21701,302376,Internet Marketing,11,LEC,UOS,26,102049,Salman  Yousaf,12/05/2024,11:00AM,13:00PM,General,Year3
1202,11,PHCS,23573,1103121,Microbiology,78L,LAB,MDM,18,101709,Shijna Ramachandran Chamathakkriyil Kappally,05/05/2024,11:00AM,13:00PM,General,Year1
1203,3,BUSP,21692,302363,Creative Think & Prob Solv,11,LEC,UOS,52,101637,Moyassar Zuhair Al Yas Al Taie,08/05/2024,11:00AM,13:00PM,General,Year3
1204,2,INRE,24259,205440,Selected Topics in IR,11,LEC,UOS,73,102177,Andreas  Rechkemmer,09/05/2024,11:00AM,13:00PM,General,Year4
1207,8,MASS,22189,806361,Preparation of Mult Material 1,11,LEB,UOS,20,101477,Mohammed Fathi A'Aluan Yousaf,13/05/2024,11:00AM,13:00PM,General,Year3
1208,4,MECH,22312,408200,Dynamics for Mechanical Eng.,11,LEC,UOS,7,101120,Naser Khaled Nawayseh,14/05/2024,11:00AM,13:00PM,General,Year2
1209,4,IEMG,22420,405202,Manufacturing Processes,1,LEB,MAM,22,101771,Mohammad Awni  Mohammad Khasawneh,13/05/2024,11:00AM,13:00PM,General,Year2
1210,11,MDCH,22284,1101312,Med. Chem. II B,71,LEC,MDM,11,10808,Abdel Nasser A. Elshorbagi,07/05/2024,11:00AM,13:00PM,General,Year3
1211,5,PHTH,22269,505361,PT for Musc. Condition(2),72,LEC,MDM,44,101742,Ashokan  Arumugam,09/05/2024,11:00AM,13:00PM,General,Year3
1212,5,PHTH,22272,505361,PT for Musc. Condition(2),71L,LAB,MDM,16,102159,Mouza Jamal Nasser Rashed Lootah,09/05/2024,11:00AM,13:00PM,General,Year3
1213,5,PHTH,22273,505361,PT for Musc. Condition(2),72L,LAB,MDM,22,102159,Mouza Jamal Nasser Rashed Lootah,09/05/2024,11:00AM,13:00PM,General,Year3
1215,11,PHPR,21906,1104453,Law and Ethics,72,LEC,MDM,41,101749,Feras Jassim Jirjees,12/05/2024,11:00AM,13:00PM,General,Year4
1216,11,PHPR,21891,1104452,Principle of OTC Therapy,73,LEC,MDM,61,102138,Zelal Jaber Kharaba,11/05/2024,11:00AM,13:00PM,General,Year4
1217,5,NURS,21921,503101,Health and Safety,71E,LEC,UOS,136,102175,Muna Mohammed Salem Al-Tamimi,07/05/2024,11:00AM,13:00PM,General,Year1
1218,11,PHCS,23512,1103240,Dosage Forms II,77L,LAB,MDM,25,101984,Mirhan Mostafa Gamal Mohamed,08/05/2024,11:00AM,13:00PM,General,Year2
1219,3,BUSP,23839,302350,Ethics and Islamic Val. in Bus,11,LEC,UOS,37,101935,Faridahwati  Binti Mohd Shamsudin,12/05/2024,11:00AM,13:00PM,General,Year3
1221,5,ENVH,20962,506364,Enviro.Health Mng.&Legislation,71,LEC,MDM,30,102028,Khaled Megahed Abass,06/05/2024,11:00AM,13:00PM,General,Year3
1222,5,ENVH,20870,506262,Environmental Microbiology,71L,LAB,MDM,24,101876,Anthony Ifeanyin Okoh,07/05/2024,11:00AM,13:00PM,General,Year2
1223,5,ENVH,20854,506262,Environmental Microbiology,71,LEC,MDM,24,101876,Anthony Ifeanyin Okoh,07/05/2024,11:00AM,13:00PM,General,Year2
1224,2,ENGL,20665,202446,Business Translation,51,LEC,MAW,5,101905,Rania Mostafa Mohammed Ezz Alsabbagh,14/05/2024,13:30PM,15:30PM,General,Year4
1226,1,JURF,20528,103413,Studies in Independent Thinkin,1,LEC,MAM,18,101682,Arif Mohammed Aljanahi,13/05/2024,13:30PM,15:30PM,General,Year4
1227,2,EDUC,20023,206109,Intro. to Educ. Statistics,51Z,LEC,MAW,60,10519,Abdalla Falah EL Mneizel,13/05/2024,13:30PM,15:30PM,General,Year1
1228,2,EDUC,20033,206213,Integ. Tech. E.Childhood Educ,51,LEC,MAW,17,101844,Ali Ahmad Ghaleb Al-Barakat,05/05/2024,13:30PM,15:30PM,General,Year2
1229,2,ENGL,20155,202449,Practicum in TEFL Skills,51,LEC,MAW,4,10368,Ghaida Adnan Kaziha,09/05/2024,13:30PM,15:30PM,General,Year4
1230,14,MATH,20235,1440262,Mathematics for Engineers,11,LEC,UOS,40,10739,Basim Saleem Atteli,09/05/2024,13:30PM,15:30PM,General,Year2
1231,2,INRE,20388,205281,Globalization,11,LEC,UOS,51,102148,Mona  Salman,13/05/2024,13:30PM,15:30PM,General,Year2
1233,8,MASS,23445,808215,Media & Society,11,LEC,UOS,14,102005,Wafa Khalfan Rashid Burenqain Al-Ali,06/05/2024,13:30PM,15:30PM,General,Year2
1234,2,INRE,24229,205499,Independent Study,12,LEC,UOS,7,101702,Shaojin  Chai,06/05/2024,13:30PM,15:30PM,General,Year4
1235,4,IEMG,23843,405438,Lean Production Systems,11,LEC,UOS,7,101832,Zehra Canan Araci,07/05/2024,13:30PM,15:30PM,General,Year4
1236,14,BIOT,23491,1450334,Microbial Genetics,13,LEB,UOS,31,30144,Ihsan Ali Mahasneh,12/05/2024,13:30PM,15:30PM,General,Year3
1237,14,BIOT,23491,1450334,Microbial Genetics,13,LEB,UOS,31,101166,Islam Mohamed El Ahmadi,12/05/2024,13:30PM,15:30PM,General,Year3
1238,14,CHMS,21466,1426155,General Chemistry for HS,17L,LAB,UOS,24,P-3109,Dania Abed Alnaser Mahmoud Altaher,09/05/2024,13:30PM,15:30PM,General,Year1
1240,5,NURS,21075,503468,Research Project,71,LEC,MDM,15,101719,Jacqueline Maria  Dias,11/05/2024,13:30PM,15:30PM,General,Year4
1242,5,NURS,20977,503262,Clinical Pharmacology,72,LEC,MDM,40,102013,Ahmad Yousef Mohammad Abu Helwa,13/05/2024,13:30PM,15:30PM,General,Year2
1243,15,BUIS,23613,1503333,Information Security,11,LEC,UOS,37,101975,Mohamed Elhoseny Ibrahim Elkholy,11/05/2024,13:30PM,15:30PM,General,Year3
1244,3,BUSP,21726,302260,Quantitative Business Analysis,11,LEC,UOS,50,101472,Mohamad Gamal Shehata Aboelmaged,13/05/2024,13:30PM,15:30PM,General,Year2
1246,5,PHTH,22153,505264,Exercise Physiology,71L,LAB,MDM,26,101718,Kalyana Chakravarthy Bairapa Reddy,12/05/2024,13:30PM,15:30PM,General,Year2
1247,9,FYME,22180,900103,Medical Education,1,LEC,MDM,20,10709,Nizam  Abdullah,12/05/2024,13:30PM,15:30PM,General,Year1
1248,5,PHTH,22142,505263,Biomechanics & Kinesiology(2),71,LEC,MDM,46,101795,Meeyoung  Kim,11/05/2024,13:30PM,15:30PM,General,Year2
1249,9,FYME,22169,900101,Human Biology 1,1L,LAB,MDM,128,201994,Shaista  Manzoor,13/05/2024,13:30PM,15:30PM,General,Year1
1250,8,COMM,22208,800309,Research Methods,11,LEC,UOS,46,101693,Thouraya Mohamed Snoussi,13/05/2024,13:30PM,15:30PM,General,Year3
1251,8,MASS,22297,806251,Intro. to Radio & Television,11,LEB,UOS,27,101782,Omar  J. Abdul Jabar,08/05/2024,13:30PM,15:30PM,General,Year2
1252,2,HISL,22437,203100,Islamic Civilization,11A,LEC,UOS,75,10774,Nadjib  ben kheira,28/04/2024,13:30PM,15:30PM,Uni_Requirement,Year1
1253,2,HISL,22440,203443,Mod. & Contemp.  Euro. History,11A,LEC,UOS,38,101594,Khireddine  Chatra,01/05/2024,13:30PM,15:30PM,General,Year4
1254,4,MECH,22337,408273,Applied Fluid Mechanics,11,LEC,UOS,12,102070,Ihsanullah  Obaidullah,11/05/2024,13:30PM,15:30PM,General,Year2
1255,3,FNEC,23827,308430,International Financial Manag.,1,LEC,MAM,8,101910,Noura Saad Abdelhamid Abdelhamid Metawa,12/05/2024,13:30PM,15:30PM,General,Year4
1257,2,ENGL,23476,202232,Phonetics and Phonology,11,LEC,UOS,15,102051,Sharif Mutlaq Ahmad Alghazo,13/05/2024,13:30PM,15:30PM,General,Year2
1258,15,COSC,23828,1501343,Interactive 3D Design,12,LEB,UOS,28,10916,Naveed  Ahmed,08/05/2024,13:30PM,15:30PM,General,Year3
1259,6,PBLW,22886,602151,General Penal Law(1),11,LEB,UOS,3,101887,Halima Khalid Nasir Saif Almidfa,07/05/2024,13:30PM,15:30PM,General,Year1
1260,6,PRLW,24222,601232,Company Law,11,LEB,MAM,16,101839,Nazzal Mansour Ismail Kisswani,04/05/2024,13:30PM,15:30PM,General,Year2
1261,2,SOCI,23652,204183,Popular Culture,11,LEC,UOS,90,101969,Khadija Ahmed Ibrahim Al Balushi,01/05/2024,13:30PM,15:30PM,General,Year1
1264,3,BUSP,22638,302367,Entrepreneurship,52,LEC,MAW,43,10764,Syed Awais Ahmed,07/05/2024,13:30PM,15:30PM,General,Year3
1265,5,MLT,21827,501364,Clinical Chemistry(2),72L,LAB,MDM,25,10216,Omar Mahmoud Chebbo,11/05/2024,13:30PM,15:30PM,General,Year3
1266,15,COSC,21974,1501440,Intro.to Computer Graphics,11,LEC,UOS,46,102060,Sebti  Foufou,04/05/2024,13:30PM,15:30PM,General,Year4
1269,5,MLT,21742,501262,Immunology and Serology,73L,LAB,MDM,30,101745,Dana Faraj Salahat,05/05/2024,13:30PM,15:30PM,General,Year2
1270,5,MLT,21745,501262,Immunology and Serology,74L,LAB,MDM,27,10442,Ali Mohammed AL Bakri,05/05/2024,13:30PM,15:30PM,General,Year2
1274,14,APHY,20770,1430332,Electricity & Magnetism 2,11,LEC,UOS,10,101172,Kais  Daoudi,09/05/2024,13:30PM,15:30PM,General,Year3
1275,14,APHY,20747,1430117,Physics 2,2,LEC,MAM,46,101236,Gehad  Sadiek,04/05/2024,13:30PM,15:30PM,General,Year1
1276,15,BUIS,20606,1503430,Big Data&Business Intelligence,11,LEC,UOS,29,101474,Saadat Mehmood  Alhashmi,05/05/2024,16:00PM,18:00PM,General,Year4
1277,2,ENGL,20635,202112,English for Academic Purposes,23Z,LEC,UOS,59,10658,Mutwakil Ibrahim Manzol,02/05/2024,16:00PM,18:00PM,Uni_Requirement,Year1
1278,2,ENGL,20650,202112,English for Academic Purposes,22B,LEC,UOS,36,101463,Reem Abdalla Yousif  Al Hajji,02/05/2024,16:00PM,18:00PM,Uni_Requirement,Year1
1279,15,CENG,20618,1502202,Digital Logic Design Lab.,12,LAB,UOS,16,10528,Ibrahim Mostafa Kamel,11/05/2024,16:00PM,18:00PM,General,Year2
1280,1,FREL,20571,104132,Sciences of Hadith,51,LEC,MAW,29,10498,Kassem Ali Saad,07/05/2024,16:00PM,18:00PM,General,Year1
1281,2,EDUC,20092,206103,Introduction to Psychology,13E,LEC,UOS,110,101785,Semiyu Adejare Aderibigbe,28/04/2024,16:00PM,18:00PM,Uni_Requirement,Year1
1282,14,MATH,20273,1440264,Business Statistics,1,LEC,MAM,40,102073,Tahir  Abbas,06/05/2024,16:00PM,18:00PM,General,Year2
1283,15,BUIS,20431,1503230,Database Management,51,LEB,MAW,19,P-3113,Fanar F. H. Shwedeh,07/05/2024,16:00PM,18:00PM,General,Year2
1286,5,MDI,23362,502264,Patient Care & Management(2),73L,LAB,MDM,7,101189,Leena Rajan David,07/05/2024,16:00PM,18:00PM,General,Year2
1288,4,CIVL,23784,401201,Statics,12,LEC,UOS,23,10364,Salah Ahmed Al-Toubat,14/05/2024,16:00PM,18:00PM,General,Year2
1293,3,BUSP,23833,302200,Fund. of Innovation & Entrep.,6A,LEC,UOS,53,102087,Safeya Obaid Mohamed Rashid Almazrouei,27/04/2024,16:00PM,18:00PM,Uni_Requirement,Year2
1294,2,HISL,24489,203102,History of the Arabian Gulf,13A,LEC,UOS,45,101971,Saif Mohammed Obaid Binabood Albedwawi,30/04/2024,16:00PM,18:00PM,Uni_Requirement,Year1
1296,15,COSC,23364,1501318,Programming for Bioinformatics,11,LEC,UOS,8,102146,Osman  Abul,14/05/2024,16:00PM,18:00PM,General,Year3
1297,2,ENGL,23109,202112,English for Academic Purposes,12B,LEC,UOS,36,10665,Adnan A Al Bustanji,02/05/2024,16:00PM,18:00PM,Uni_Requirement,Year1
1298,3,FNEC,21059,308361,Banking Operations Management,51,LEC,MAW,19,101078,Mohammed  Hersi,08/05/2024,16:00PM,18:00PM,General,Year3
1299,2,IEP,21031,11101,Intensive English Foundation 2,52,LEC,MAW,18,30139,Mhd.Abdulhamed Hassan Molhim,14/05/2024,16:00PM,18:00PM,General,Year1
1300,5,NURS,21054,503460,Mental Health Nursing,71,LEC,MDM,51,101669,Muhammad Arsyad Subu,06/05/2024,16:00PM,18:00PM,General,Year4
1301,11,PHPR,21699,1102114,Human Anatomy & Physiology I,71,LEC,MDM,166,202774,Dana Mazen Zaher,04/05/2024,16:00PM,18:00PM,General,Year1
1302,15,COSC,21717,1501100,Introduction to IT(English),52S,LEB,MAW,42,101918,Ayesha Muhammad Talha,01/05/2024,16:00PM,18:00PM,General,Year1
1303,2,ARAB,21681,201125,Arabic Lang. and Communication,51M,LEC,MAW,42,101761,Leila  Abidi,04/05/2024,16:00PM,18:00PM,General,Year1
1304,15,COSC,21707,1501100,Introduction to IT(English),51,LEB,MAW,40,101918,Ayesha Muhammad Talha,01/05/2024,16:00PM,18:00PM,General,Year1
1305,3,FNEC,23788,308230,Financial Management,12,LEC,UOS,65,102034,MD  Mahfuzur Rahman,09/05/2024,16:00PM,18:00PM,General,Year2
1306,5,HSGN,22114,500150,Biology,73,LEC,MDM,81,102040,Muhammad Saboor  Zahoor Ahmad,04/05/2024,16:00PM,18:00PM,General,Year1
1307,4,ARCH,22005,404438,Project Management,11,LEC,UOS,34,101927,Alex  Opoku,12/05/2024,16:00PM,18:00PM,General,Year4
1308,9,FYME,22070,900106,Human Biology 2,3,LEC,MDM,74,10953,Mohamed Ahmed Eladl,05/05/2024,16:00PM,18:00PM,General,Year1
1311,11,MDCH,22328,1101240,Biochemistry,73L,LAB,MDM,25,101273,Sachin  Chaudhary,13/05/2024,16:00PM,18:00PM,General,Year2
