id,COL,DEPT,CRN,CRS_NO,TITLE,SECT,TYPE_,CAMP,ENROL,INSTR_ID,INSTRUCTOR,EXAM_DATE,COURSE_TYPE,COURSE_CLASS,time_slot
2024,4,EECE,21002,402348,Signals & Control Systems,11,LEC,UOS,41,101347,Sofiane  Khadraoui,07/05/2024,General,Year3,11:00AM - 13:00PM
2033,4,IEMG,22388,405103,Introduction to IE&EM,12,LEC,UOS,8,101849,Sameh Tawfiq Mohammed Al-Shihabi,07/05/2024,General,Year1,11:00AM - 13:00PM
2036,11,MDCH,22303,1101412,Med. Chem. III B,71,LEC,MDM,75,101375,Mohammed Ibrahim El-Gamal,07/05/2024,General,Year4,11:00AM - 13:00PM
2037,11,MDCH,22304,1101412,Med. Chem. III B,72,LEC,MDM,76,101375,Mohammed Ibrahim El-Gamal,07/05/2024,General,Year4,11:00AM - 13:00PM
2043,5,MLT,21815,501363,Pathology,71,LEC,MDM,40,10687,Wael Mohamed Hassan,07/05/2024,General,Year3,11:00AM - 13:00PM
2083,4,SREE,21625,406463,Fuel Cells,11,LEC,UOS,42,101343,Mohammad Ali Abdelkareem Abdelaal,07/05/2024,General,Year4,13:30PM - 15:30PM
2090,4,NUCL,22308,407202,Fun.Nuclear Eng.& Radio. Sc.,11,LEC,UOS,8,101338,Muhammad  Zubair,07/05/2024,General,Year2,13:30PM - 15:30PM
2092,5,MLT,22485,501370,Hematology(1),11L,LAB,UOS,24,101166,Islam Mohamed El Ahmadi,07/05/2024,General,Year3,13:30PM - 15:30PM
2112,15,COSC,21859,1501215,Data Structures,1,LEC,MAM,41,102125,Mian Ahmad  Jan,07/05/2024,General,Year2,13:30PM - 15:30PM
2116,4,SREE,23817,406102,Introduction to Sustainability,13E,LEC,UOS,49,101939,Ibrahim Ibrahim Ali Elsharkawy,07/05/2024,General,Year1,13:30PM - 15:30PM
2124,6,PBLW,20887,602345,International Organizations,1,LEC,MAM,23,101458,Shadi Adnan  Alshdaifat,07/05/2024,General,Year3,13:30PM - 15:30PM
2139,15,BUIS,20433,1503230,Database Management,1,LEB,MAM,23,10441,Samar Ahmad Mouakket,07/05/2024,General,Year2,16:00PM - 18:00PM
2143,4,CIVL,23782,401495,Pro. Practice in Civl&Env.Eng.,12,LEC,UOS,2,10975,Radhi Mohsen AL Zubaidi,07/05/2024,General,Year4,16:00PM - 18:00PM
2159,5,MDI,21679,502264,Patient Care & Management(2),72L,LAB,MDM,16,101189,Leena Rajan David,07/05/2024,General,Year2,16:00PM - 18:00PM
2168,2,HISL,22443,203344,Islamic World Today,11,LEC,UOS,23,101743,Badreyya Mohammed Salem Alhooleh Alshamsi,07/05/2024,General,Year3,16:00PM - 18:00PM
2180,15,COSC,21829,1501113,Programming for Engineers,1,LEB,MAM,11,P-3115,Mubarak Hussein Himmat,07/05/2024,General,Year1,16:00PM - 18:00PM
2181,15,COSC,21832,1501113,Programming for Engineers,52,LEB,MAW,30,102063,Mo'ath Mazin Faleh Mheidat,07/05/2024,General,Year1,16:00PM - 18:00PM
